airbnb_property_id,rating,days_available,bathrooms,title,bedrooms,accommodates,img_cover,reviews,longitude,latitude,adr,property_type,room_type,airbnb_url,active_listing,market
20678809,9.9,190,1.0,Sophia''s City Beach House - Located in Frisco! #B,1,1,https://a0.muscache.com/im/pictures/ed22ee76-60f8-4a7c-8191-347bf6fc469e.jpg?aki_policy=x_large,27,-96.77462,33.12338,44.2273,House,Private room,https://www.airbnb.com/rooms/20678809,1,Frisco
39079177,,327,2.5,Beautiful home in Desirable Frisco Neighborhood,5,6,https://a0.muscache.com/im/pictures/c6c5de7e-3da4-40f0-af08-cba80106d2d6.jpg?aki_policy=x_large,0,-96.82372,33.17065,150.0,House,Entire home/apt,https://www.airbnb.com/rooms/39079177,1,Frisco
24960962,9.9,261,1.0,1 bed / 1 bath luxury home,1,2,https://a0.muscache.com/im/pictures/e0b7a5c1-5c21-46e1-8bb5-9ba8b747b71a.jpg?aki_policy=x_large,22,-96.85297,33.13986,74.0227,House,Private room,https://www.airbnb.com/rooms/24960962,1,Frisco
27904852,10.0,79,2.0,Luxury Cottage in the Frisco ★Historic District★,3,6,https://a0.muscache.com/im/pictures/560f4932-d735-4856-aa8d-7f3e90fd865f.jpg?aki_policy=x_large,18,-96.82246,33.14801,176.596,House,Entire home/apt,https://www.airbnb.com/rooms/27904852,1,Frisco
13515034,9.8,238,2.5,3 Bedroom Family Friendly House w/ Southern Charm,3,6,https://a0.muscache.com/im/pictures/5ec18e3b-1afa-4343-88fa-28b615021c00.jpg?aki_policy=x_large,106,-96.79331,33.14228,187.313,House,Entire home/apt,https://www.airbnb.com/rooms/13515034,1,Frisco
29457037,10.0,292,1.5,Frisco-Plano Area -Master Suite,1,2,https://a0.muscache.com/im/pictures/3a2cef0d-b8ae-4357-b882-11037457079c.jpg?aki_policy=x_large,33,-96.8574,33.11518,50.8242,House,Private room,https://www.airbnb.com/rooms/29457037,1,Frisco
1000209090,10.0,332,1.0,Frisco - Great Lake Lewisville Waterfront Home,2,6,https://odis.homeaway.com/odis/listing/7bf1c288-03d6-4c9f-889e-6aeab76c35df.c10.jpg,85,-96.9298553466797,33.1561851501465,244.515,house,Entire home/apt,https://www.airbnb.com/rooms/1000209090,1,Frisco
36395356,9.7,141,1.0,"Pvt.Room with Mini Fridge, Microwave & Free WiFi",1,2,https://a0.muscache.com/im/pictures/500b6f35-c6bf-440e-8081-ce468d7dad30.jpg?aki_policy=x_large,27,-96.78961,33.13598,34.9275,House,Private room,https://www.airbnb.com/rooms/36395356,1,Frisco
41410386,9.6,187,1.0,Private room 1 available,1,2,https://a0.muscache.com/im/pictures/d268215d-14c5-456e-a7fb-ea40610935b3.jpg?aki_policy=x_large,35,-96.79009,33.13749,30.1077,House,Private room,https://www.airbnb.com/rooms/41410386,1,Frisco
45713091,,11,0.0,Two bedrooms with One private bathroom in Frisco !,2,4,https://a0.muscache.com/im/pictures/500b6f35-c6bf-440e-8081-ce468d7dad30.jpg?aki_policy=x_large,0,-96.78694,33.13975,70.0,House,Private room,https://www.airbnb.com/rooms/45713091,1,Frisco
42777356,9.7,151,2.0,LAKE HOUSE in the Frisco City Limits!,3,6,https://a0.muscache.com/im/pictures/22417f71-18a4-4b36-8a43-d6a4caf69aa0.jpg?aki_policy=x_large,12,-96.9306,33.11852,280.141,House,Entire home/apt,https://www.airbnb.com/rooms/42777356,1,Frisco
35468201,10.0,297,2.0,"Frisco Perfect Stay- Pool, Hot Tub, and Game Room",3,8,https://a0.muscache.com/im/pictures/a16d3bf3-0d21-4b93-9ce2-82c684735827.jpg?aki_policy=x_large,53,-96.81162,33.15261,329.063,House,Entire home/apt,https://www.airbnb.com/rooms/35468201,1,Frisco
45127555,9.3,46,2.0,Luxury Apartment In Frisco,1,2,https://a0.muscache.com/im/pictures/3cef3bed-358a-4750-9040-9b40f4320ec6.jpg?aki_policy=x_large,3,-96.8184,33.10582,131.667,Apartment,Entire home/apt,https://www.airbnb.com/rooms/45127555,1,Frisco
42440296,10.0,61,1.0,Relax and Return 3,1,2,https://a0.muscache.com/im/pictures/8563bcd5-4a8c-41dd-bfe1-9d5d2ca21717.jpg?aki_policy=x_large,3,-96.84819,33.1068,62.5806,House,Private room,https://www.airbnb.com/rooms/42440296,1,Frisco
20617706,9.4,208,2.0,Frisco Home !!!,3,8,https://a0.muscache.com/im/pictures/89f5f8e3-7724-481e-996f-e6adb48023a1.jpg?aki_policy=x_large,62,-96.79437,33.1873,132.541,House,Entire home/apt,https://www.airbnb.com/rooms/20617706,1,Frisco
